frame,time(s),L hip,R hip,L knee,R knee,L ankle,R ankle,L crutch,R crutch,M_L crutch,M_R crutch,thigh c_x,thigh c_y,shank c_x,shank c_y
5807,24.19583333,-89.267,-97.943,160.285,141.517,23.648,139.315,,59.78,,,1008.000011,774.5000196,1034.500008,844.50001
5808,24.2,-91.223,-97.907,159.759,141.479,22.29,177.768,,57.957,,,1007.500019,774.5000196,1034.500008,844.50001
5809,24.20416667,-90.37,-97.682,158.737,141.077,19.774,155.781,,57.157,,,1007.000027,774.0000021,1034.000015,844.50001
5810,24.20833333,-90.207,-97.386,158.417,140.957,18.755,133.53,,56.61,,,1007.500019,773.5000169,1034.500008,844.50001
5811,24.2125,-89.787,-97.42,158.339,140.814,27.776,103.326,,55.991,,,1007.000027,773.5000169,1034.000015,844.50001
5812,24.21666667,-89.621,-97.42,158.448,140.482,33.215,87.869,,55.518,,,1007.000027,772.4999821,1034.000015,843.9999926
5813,24.22083333,-88.84,-97.42,159.304,140.219,34.768,76.147,,53.974,,,1007.000027,771.9999969,1034.000015,843.9999926
5814,24.225,-88.609,-97.42,158.816,140.219,34.946,65.349,,54.669,,,1007.000027,771.9999969,1034.000015,843.9999926
5815,24.22916667,-88.607,-97.125,159.121,139.922,36.865,45.08,,55.185,,,1006.500034,771.5000117,1034.000015,843.9999926
5816,24.23333333,-83.54,-96.864,158.652,139.66,34.206,3.714,,54.978,,,1006.500034,770.9999943,1034.000015,843.9999926
5817,24.2375,-84.315,-96.832,158.467,139.806,35.082,7.377,,55.975,,,1007.000027,770.9999943,1034.500008,843.9999926
5818,24.24166667,-88.261,-96.399,158.54,139.136,39.032,13.594,,54.881,,,1005.999985,771.0000265,1033.499966,844.50001
5819,24.24583333,-90.758,-96.34,158.379,139.397,40.249,13.072,,55.296,,,1006.500034,769.5000064,1034.000015,843.5000074
5820,24.25,-91.144,-96.078,158.582,139.134,39.639,61.256,,55.335,,,1006.500034,769.9999917,1034.000015,843.9999926
5821,24.25416667,-91.141,-96.34,158.277,139.134,39.921,8.56,,55.249,,,1006.500034,769.0000212,1034.000015,843.5000074
5822,24.25833333,-92.193,-95.789,158.371,138.842,40.152,12.869,,55.936,,,1006.000013,768.5000038,1034.000015,843.5000074
5823,24.2625,-91.859,-95.816,158.252,138.511,39.686,14.736,,56.521,,,1005.499964,768.5000038,1033.499966,843.5000074
5824,24.26666667,-92.521,-95.816,158.256,138.428,39.914,22.922,,56.198,,,1005.499964,768.0000186,1032.999973,843.5000074
5825,24.27083333,-92.264,-95.29,158.635,137.984,38.365,19.972,,56.765,,,1005.499964,767.5000012,1033.499966,843.5000074
5826,24.275,-92.361,-95.29,159.193,138.164,36.873,27.282,,56.699,,,1005.499964,767.5000012,1032.999973,843.5000074
5827,24.27916667,-92.554,-95.027,159.422,137.9,36.364,32.159,,54.792,,,1005.499964,767.000016,1032.999973,843.5000074
5828,24.28333333,-92.784,-94.764,159.851,137.612,35.19,32.795,,53.76,,,1004.999971,766.4999986,1032.999973,843.5000074
5829,24.2875,-88.422,-95.027,158.716,137.284,32.886,38.078,,54.276,,,1004.999971,765.4999959,1032.999973,842.99999
5830,24.29166667,-88.206,-95.027,157.797,137.284,33.615,0.011,,54.152,,,1004.999971,765.4999959,1032.999973,842.99999
5831,24.29583333,-90.473,-94.5,158.857,137.021,34.612,14.83,,53.668,,,1004.999971,764.9999785,1032.999973,842.99999
5832,24.3,-87.727,-94.5,159.239,136.758,32.435,41.377,,53.415,,,1004.999971,764.4999933,1032.999973,842.99999
5833,24.30416667,-87.168,-94.236,158.627,136.314,31.74,44.856,,53.846,,,1004.999971,764.0000081,1033.499966,842.99999
5834,24.30833333,-85.779,-93.954,158.948,136.474,33.008,54.816,,53.769,,,1004.499979,763.0000055,1032.999973,842.5000048
5835,24.3125,-81.288,-93.954,155.833,136.212,27.327,82.043,,53.564,,,1004.499979,762.5000203,1032.999973,842.5000048
5836,24.31666667,-82.057,-93.972,156.077,136.05,24.756,82.179,,53.725,,,1003.999987,762.5000203,1032.499981,842.5000048
5837,24.32083333,-82.23,-93.444,155.669,135.786,25.477,84.304,,53.563,,,1003.999987,762.0000029,1032.499981,842.5000048
5838,24.325,-80.5,-93.444,156.257,135.522,21.877,78.418,,54.056,,,1003.999987,761.5000176,1032.499981,842.5000048
5839,24.32916667,-79.809,-92.915,158.338,135.257,19.035,62.746,,53.676,,,1003.999987,761.0000002,1032.499981,842.5000048
5840,24.33333333,-79.588,-92.915,157.361,134.993,26.406,7.491,,53.659,,,1003.999987,760.500015,1032.499981,842.5000048
5841,24.3375,-79.023,-92.375,157.151,134.716,27.335,6.914,,53.012,,,1003.499994,759.9999976,1032.499981,842.5000048
5842,24.34166667,-83.385,-92.375,158.329,134.716,31.461,3.317,,52.354,,,1003.499994,759.9999976,1032.499981,842.5000048
5843,24.34583333,-81.676,-92.638,159.567,134.392,23.376,14.432,,52.217,,,1003.499994,758.999995,1032.499981,841.9999874
5844,24.35,-80.92,-92.121,159.878,133.959,20.063,19.884,,51.965,,,1003.000002,758.4999776,1031.999989,841.9999874
5845,24.35416667,-74.857,-92.111,158.491,133.865,14.813,57.259,,52.024,,,1003.499994,757.9999924,1032.499981,841.9999874
5846,24.35833333,-72.933,-91.591,157.821,133.429,13.709,86.155,,52.016,,,1003.000002,757.499975,1031.999989,841.9999874
5847,24.3625,-72.172,-91.051,157.891,133.38,12.595,82.921,,51.564,,,1002.499981,757.5000072,1031.999989,842.0000196
5848,24.36666667,-72.425,-91.314,158.124,132.893,12.131,80.852,,51.406,,,1002.499981,756.5000045,1031.999989,841.9999874
5849,24.37083333,-68.909,-91.051,157.435,132.893,10.104,74.237,,50.075,,,1002.499981,755.5000019,1031.999989,841.5000021
5850,24.375,-69.22,-91.051,157.171,132.79,10.952,71.985,,49.912,,,1002.499981,755.0000167,1031.999989,841.0000169
5851,24.37916667,-68.471,-90.526,156.463,132.365,11.313,72.888,,50.163,,,1002.499981,754.4999993,1031.999989,841.5000021
5852,24.38333333,-70.829,-90.526,155.827,132.101,14.368,75.602,,50.405,,,1002.499981,754.0000141,1031.999989,841.5000021
5853,24.3875,-67.826,-90.263,152.991,131.782,14.895,77.603,,50.705,,,1002.499981,752.9999793,1031.999989,840.9999847
5854,24.39166667,-65.952,-90.263,152.333,131.676,13.541,80.98,,51.076,,,1001.999989,752.499994,1031.999989,840.4999995
5855,24.39583333,-64.532,-89.737,151.52,131.254,13.341,86.78,,50.332,,,1001.999989,751.9999766,1031.999989,840.9999847
5856,24.4,-63.392,-89.737,150.774,130.99,13.459,86.334,,49.867,,,1001.499996,751.4999914,1031.499996,840.9999847
5857,24.40416667,-63.091,-89.212,150.493,130.726,13.333,81.028,,49.536,,,1001.499996,750.999974,1031.499996,840.9999847
5858,24.40833333,-63.698,-89.212,149.776,130.462,13.728,78.384,,49.777,,,1001.499996,750.4999888,1031.499996,840.9999847
5859,24.4125,-63.385,-89.212,149.458,130.462,14.404,81.042,,49.006,,,1001.499996,749.5000184,1031.499996,840.4999995
5860,24.41666667,-62.224,-88.686,148.48,130.198,14.161,82.179,,49.107,,,1001.499996,749.000001,1031.499996,840.4999995
5861,24.42083333,-65.603,-88.686,147.949,129.934,17.827,82.815,,48.616,,,1001.499996,748.5000157,1031.499996,840.4999995
5862,24.425,-64.271,-88.161,146.628,129.67,17.159,68.986,,48.114,,,1001.499996,747.9999983,1031.499996,840.4999995
5863,24.42916667,-62.411,-88.416,146.691,129.323,15.446,63.762,,48.165,,,1001.000004,746.9999957,1031.000004,839.4999969
5864,24.43333333,-61.975,-87.889,147.01,128.91,13.989,66.364,,48.421,,,1000.500011,746.4999783,1031.000004,839.9999821
5865,24.4375,-62.468,-86.618,146.799,128.793,14.143,63.339,,48.799,,,1001.999989,746.9999957,1032.499981,841.0000169
5866,24.44166667,-62.472,-87.362,145.945,128.276,14.202,63.239,,48.706,,,1000.500011,744.9999905,1031.000004,839.4999969
5867,24.44583333,-61.151,-87.098,146.144,128.119,13.073,62.144,,48.018,,,1000.500011,743.9999878,1031.000004,839.0000117
5868,24.45,-60.497,-87.111,146.037,127.869,12.783,23.331,,48.545,,,1000.000019,743.5000026,1031.000004,839.0000117
5869,24.45416667,-54.507,-86.572,146.686,127.41,6.989,48.095,,48.595,,,999.5000267,742.9999852,1030.500011,839.0000117
5870,24.45833333,-52.362,-86.326,146.243,127.345,6.559,54.911,,48.436,,,1000.000019,742.5,1031.000004,839.0000117
5871,24.4625,-51.08,-86.572,144.465,126.991,8,75.785,,47.773,,,999.5000267,741.5000296,1030.500011,839.0000117
5872,24.46666667,-51.142,-86.046,143.867,126.621,9.424,21.689,,48.291,,,999.5000267,740.5000269,1030.500011,838.5000265
5873,24.47083333,-50.942,-85.521,143.062,126.358,9.105,31.79,,47.828,,,999.5000267,740.0000095,1030.500011,838.5000265
5874,24.475,-48.944,-85.783,142.03,125.894,8.719,36.727,,47.941,,,999.5000267,739.0000069,1030.500011,838.4999943
5875,24.47916667,-48.913,-85.258,141.527,125.785,8.868,67.321,,48.19,,,999.5000267,738.4999895,1030.500011,838.0000091
5876,24.48333333,-48.128,-84.758,140.48,125.078,10.081,35.39,,47.999,,,998.5000134,737.4999869,1030.000019,838.0000091
5877,24.4875,-51.764,-84.758,138.21,124.816,14.677,19.05,,48.831,,,998.5000134,737.0000017,1030.000019,838.0000091
5878,24.49166667,-57.014,-84.237,135.811,124.554,20.878,12.761,,48.316,,,998.5000134,736.4999843,1030.000019,838.0000091
5879,24.49583333,-55.484,-84.237,135.39,124.4,20.212,6.336,,48.379,,,998.5000134,735.5000138,1030.000019,838.0000091
5880,24.5,-53.971,-84.237,134.746,124.293,18.855,0.69,,48.356,,,998.5000134,735.0000286,1030.000019,837.5000238
5881,24.50416667,-51.949,-83.718,133.494,123.77,18.946,0.158,,48.029,,,998.5000134,734.000026,1030.000019,837.5000238
5882,24.50833333,-52.209,-83.136,133.313,122.958,19.236,1.441,,47.076,,,997.9999638,733.5000086,1029.499969,838.0000091
5883,24.5125,-52.563,-83.428,134.157,122.684,19.327,0.255,,47.783,,,997.4999714,732.500006,1029.499969,837.4999917
5884,24.51666667,-51.873,-82.907,132.742,122.315,19.943,5.311,,47.87,,,997.4999714,731.5000033,1029.499969,837.0000064
5885,24.52083333,-50.386,-82.353,131.688,121.836,20.051,1.207,,47.724,,,996.999979,730.9999859,1028.999977,837.0000064
5886,24.525,-52.779,-82.614,131.101,121.836,20.95,4.764,,47.938,,,996.999979,730.0000155,1028.999977,836.5000212
5887,24.52916667,-50.612,-81.833,129.539,121.163,20.202,5.752,,48.092,,,996.999979,729.0000129,1028.999977,837.0000064
5888,24.53333333,-51.207,-81.573,130.153,121.055,20.568,3.134,,48.771,,,996.999979,728.4999955,1028.999977,836.5000212
5889,24.5375,-53.272,-81.274,128.704,120.57,22.681,3.668,,49.35,,,996.4999866,728.0000103,1028.499985,836.5000212
5890,24.54166667,-56.627,-81.314,126.525,120.048,24.902,7.589,,49.247,,,995.9999943,726.4999902,1028.499985,836.0000038
5891,24.54583333,-56.512,-81.055,125.928,119.789,25.554,12.131,,48.905,,,995.9999943,726.000005,1028.499985,836.0000038
5892,24.55,-57.776,-80.494,128.239,119.301,24.261,20.736,,49.45,,,995.5000019,725.4999876,1027.999992,836.0000038
5893,24.55416667,-57.54,-80.235,128.085,119.229,22.425,27.522,,49.945,,,995.5000019,723.9999998,1027.5,835.5000186
5894,24.55833333,-57.903,-80.235,127.91,118.97,22.984,32.9,,48.869,,,995.5000019,723.5000145,1027.5,835.5000186
5895,24.5625,-57.332,-79.719,127.798,118.266,22.631,29.936,,49.286,,,995.5000019,722.5000119,1027.999992,835.5000186
5896,24.56666667,-56.928,-79.203,127.791,117.86,22.553,29.6,,49.8,,,995.5000019,721.9999945,1027.999992,836.0000038
5897,24.57083333,-56.865,-79.461,126.906,117.898,22.803,32.969,,48.857,,,994.5000172,720.9999919,1027.000008,835.0000012
5898,24.575,-56.3,-78.947,126.786,117.384,22.505,32.92,,48.208,,,994.5000172,719.9999893,1027.000008,835.0000012
5899,24.57916667,-55.796,-78.896,126.605,117,22.3,33.326,,48.327,,,994.0000248,719.0000188,1026.500015,834.500016
5900,24.58333333,-56.54,-78.381,125.901,116.742,22.937,34.002,,48.817,,,994.0000248,718.5000014,1026.500015,834.500016
5901,24.5875,-57.484,-77.869,124.856,116.229,23.607,36.692,,48.54,,,994.0000248,717.4999988,1026.500015,834.500016
5902,24.59166667,-57.154,-78.125,124.312,116.083,22.829,38.332,,48.795,,,994.0000248,716.4999962,1026.500015,833.9999986
5903,24.59583333,-56.944,-77.613,124.225,115.827,22.416,39.029,,48.605,,,994.0000248,715.9999788,1026.500015,833.9999986
5904,24.6,-57.17,-77.045,123.088,115.071,22.274,38.38,,48.65,,,993.5000324,714.9999762,1026.000023,833.9999986
5905,24.60416667,-58.746,-77.161,122.895,114.874,23.175,38.948,,48.889,,,993.0000114,714.4999909,1026.000023,833.9999986
5906,24.60833333,-57.775,-76.656,122.582,114.475,23.198,42.027,,48.332,,,993.0000114,713.0000031,1026.000023,833.9999986
5907,24.6125,-57.546,-76.535,121.888,114.161,22.521,42.491,,47.654,,,993.5000324,712.5000179,1026.000023,833.9999986
5908,24.61666667,-57.754,-76.09,121.968,113.719,22.728,42.555,,47.966,,,992.5000191,712.0000005,1025.500031,833.9999986
5909,24.62083333,-57.622,-76.09,122.24,113.134,22.308,36.605,,47.633,,,992.5000191,710.4999804,1026.000023,832.9999959
5910,24.625,-57.019,-75.838,122.024,112.738,22.021,39.399,,47.374,,,992.5000191,709.9999952,1026.000023,833.4999812
5911,24.62916667,-56.941,-75.203,120.702,111.789,22.749,40.852,,47.193,,,991.9999695,708.9999926,1025.499973,833.4999812
5912,24.63333333,-59.107,-74.951,120.072,111.789,24.216,40.56,,47.551,,,991.9999695,707.99999,1025.499973,832.9999959
5913,24.6375,-58.317,-74.951,120.22,111.536,22.59,40.292,,47.754,,,991.9999695,707.5000048,1025.499973,832.9999959
5914,24.64166667,-57.304,-74.448,119.839,111.033,22.237,43.215,,47.173,,,991.9999695,706.5000021,1025.499973,832.9999959
5915,24.64583333,-55.934,-73.948,118.913,110.783,22.194,47.19,,46.548,,,991.9999695,705.9999847,1025.499973,832.9999959
5916,24.65,-55.601,-73.875,118.535,110.129,22.364,49.144,,47.097,,,991.4999771,704.5000291,1024.999981,832.5000107
5917,24.65416667,-54.973,-73.376,118.203,109.879,22.404,54.16,,47.817,,,991.4999771,704.0000117,1024.999981,832.5000107
5918,24.65833333,-53.872,-73.376,118.305,109.629,21.431,53.992,,48.113,,,991.4999771,703.5000265,1024.999981,832.5000107
5919,24.6625,-53.215,-73.127,117.792,109.102,21.445,52.682,,46.857,,,991.4999771,702.0000064,1024.999981,831.9999933
5920,24.66666667,-51.213,-72.631,117.421,108.854,20.279,52.654,,45.973,,,991.4999771,701.499989,1024.999981,831.9999933
5921,24.67083333,-50.206,-72.384,117.169,108.337,19.681,51.077,,46.244,,,990.9999847,700.0000012,1024.499989,831.5000081
5922,24.675,-50.338,-72.137,116.21,108.089,20.234,50.774,,47.061,,,990.9999847,699.500016,1024.499989,831.5000081
5923,24.67916667,-50.476,-72.137,115.821,107.568,20.088,49.332,,46.547,,,990.9999847,697.9999959,1024.499989,830.9999907
5924,24.68333333,-49.718,-71.565,115.045,107.24,20.061,49.094,,46.054,,,990.4999924,697.4999785,1023.999996,830.9999907
5925,24.6875,-49.172,-71.32,114.417,106.747,20.192,49.014,,46.61,,,990.4999924,696.5000081,1023.999996,830.9999907
5926,24.69166667,-49.057,-71.075,114.384,106.747,20.183,48.21,,46.926,,,990.4999924,695.5000055,1023.999996,830.5000055
5927,24.69583333,-48.646,-70.991,114.484,106.226,19.548,41.205,,47.045,,,990,695.0000203,1023.500004,830.5000055
5928,24.7,-47.898,-70.503,113.869,105.735,20.152,41.136,,47.33,,,990,694.0000176,1023.500004,830.5000055
5929,24.70416667,-47.638,-70.172,113.177,105.187,20.856,41.757,,46.786,,,989.5000076,692.9999828,1023.000011,829.9999881
5930,24.70833333,-47.479,-69.686,113.105,104.697,19.83,39.734,,47.866,,,989.5000076,691.9999802,1023.000011,829.9999881
5931,24.7125,-47.826,-69.686,112.095,104.454,20.079,39.031,,47.234,,,989.5000076,691.499995,1023.000011,829.9999881
5932,24.71666667,-46.234,-69.203,112.467,104.019,18.823,33.118,,47.226,,,988.5000229,690.9999776,1022.500019,829.9999881
5933,24.72083333,-46.37,-69.018,112.587,103.296,19.04,28.096,,46.996,,,987.9999733,689.5000219,1021.999969,829.5000029
5934,24.725,-46.297,-68.535,112.767,103.249,18.428,29.146,,46.386,,,987.9999733,689.0000045,1021.499977,829.5000029
5935,24.72916667,-45.883,-68.44,112.355,102.718,17.929,29.18,,46.555,,,987.4999809,688.5000193,1020.999985,829.5000029
5936,24.73333333,-46.486,-68.199,112.469,102.083,17.638,26.486,,46.817,,,987.4999809,686.9999993,1020.999985,829.5000029
5937,24.7375,-46.703,-67.62,111.685,101.681,17.791,26.329,,46.557,,,986.9999886,686.4999819,1020.499992,828.9999855
5938,24.74166667,-46.37,-67.479,111.221,101.279,17.607,27.069,,46.709,,,986.4999962,684.999994,1020.499992,829.0000176
5939,24.74583333,-46.662,-66.903,110.688,100.766,18.08,25.536,,46.453,,,986.0000038,683.9999914,1020,828.5000002
5940,24.75,-47.661,-66.903,109.637,100.723,19.631,23.93,,45.932,,,986.0000038,683.5000062,1019.500008,828.5000002
5941,24.75416667,-46.68,-66.563,108.751,99.93,19.688,23.78,,46.102,,,985.5000114,681.9999862,1019.000015,827.9999828
5942,24.75833333,-46.794,-66.326,108.45,99.693,19.644,23.822,,45.941,,,985.5000114,681.500001,1019.000015,827.9999828
5943,24.7625,-46.434,-65.985,107.682,99.351,20.05,23.647,,45.889,,,985.0000191,680.0000131,1018.500023,827.4999976
5944,24.76666667,-44.671,-65.513,103.173,99.115,22.401,23.723,,45.874,,,985.0000191,679.4999957,1018.500023,827.4999976
5945,24.77083333,-43.33,-65.386,101.33,98.557,22.675,23.532,,45.909,,,984.0000057,678.0000079,1018.000031,827.0000124
5946,24.775,-43.377,-65.153,100.757,98.322,23.248,23.512,,45.796,,,984.0000057,677.5000226,1018.000031,827.0000124
5947,24.77916667,-43.467,-64.813,103.538,97.784,20.958,23.151,,45.652,,,983.5000134,677.0000052,1017.500038,827.0000124
5948,24.78333333,-41.46,-64.35,99.967,97.318,21.947,22.956,,45.824,,,983.5000134,676.0000026,1017.500038,827.0000124
5949,24.7875,-39.87,-64.47,97.456,96.884,22.416,25.079,,45.921,,,982.9999638,675,1016.499968,826.499995
5950,24.79166667,-39.837,-64.008,96.851,96.402,22.571,25.959,,45.634,,,982.9999638,674.4999826,1016.499968,827.0000124
5951,24.79583333,-40.272,-63.778,97.191,95.94,21.8,26.18,,46.343,,,982.9999638,673.5000122,1016.499968,827.0000124
5952,24.8,-41.7,-63.435,101.63,95.753,19.883,25.095,,46.396,,,982.4999714,672.5000095,1015.999975,826.0000098
5953,24.80416667,-41.757,-62.745,100.138,95.053,21.2,24.048,,45.097,,,982.9999924,671.5000069,1015.999975,826.5000272
5954,24.80833333,-44.339,-63.09,102.823,94.612,21.732,20.853,,46.023,,,981.999979,670.5000043,1015.499983,826.0000098
5955,24.8125,-43.99,-62.634,102.852,94.154,21.477,20.543,,45.79,,,981.999979,669.5000017,1015.499983,826.0000098
5956,24.81666667,-43.491,-62.063,102.904,93.807,20.193,20.975,,45.839,,,981.4999866,668.9999843,1014.99999,826.0000098
5957,24.82083333,-42.128,-62.063,103.059,93.807,19.174,19.207,,45.605,,,981.4999866,668.0000138,1014.99999,825.5000246
5958,24.825,-41.705,-61.369,102.571,93.354,18.363,20.769,,45.771,,,982.0000076,667.0000112,1014.99999,825.0000072
5959,24.82916667,-41.588,-61.472,102.609,92.792,18.412,20.274,,44.917,,,981.5000153,666.0000086,1014.499998,824.4999897
5960,24.83333333,-41.139,-61.02,102.073,92.34,18.396,20.242,,44.778,,,981.5000153,665.000006,1014.499998,824.4999897
5961,24.8375,-40.312,-60.796,101.176,92.34,18.679,19.157,,45.689,,,981.5000153,664.0000033,1014.499998,824.0000045
5962,24.84166667,-39.858,-60.476,100.711,91.695,17.463,17.729,,45.467,,,980.5000019,663.0000007,1014.000006,824.0000045
5963,24.84583333,-38.582,-60.446,99.428,91.45,17.113,17.004,,45.014,,,981.0000229,661.9999981,1014.000006,823.0000019
5964,24.85,-38.06,-60.001,98.357,90.783,17.04,15.735,,45.181,,,980.5000305,661.4999807,1013.500013,823.4999871
5965,24.85416667,-38.486,-59.78,97.508,90.56,17.688,16.312,,45.114,,,980.5000305,659.9999928,1013.500013,822.5000167
5966,24.85833333,-38.543,-59.3,95.732,89.811,19.001,15.146,,45.891,,,979.9999809,659.5000076,1012.999964,822.5000167
5967,24.8625,-37.406,-59.169,94.398,89.342,18.987,14.872,,45.525,,,980.4999733,657.9999876,1012.999964,821.9999993
5968,24.86666667,-37.019,-58.948,92.95,89.122,18.785,14.413,,45.931,,,980.4999733,657.5000024,1012.999964,821.9999993
5969,24.87083333,-37.011,-58.595,92.376,88.569,18.889,13.198,,46.381,,,979.9999809,656.999985,1012.499971,821.9999993
